autistic,prolific_pid,expression,unique_property,occlusion,set_a_dist_feature,set_a,set_b
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,black pentagons and pink circle,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,2 circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,2 pink stars,star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,2 big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,2 pentagons and 1 square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,2 black triangles,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,2 circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,blue triangles and black circle,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (clinically diagnosed),5d4ad842f049ea001731be4d,2 blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 pentagons, 1 triangle",pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large pentagons, 1 square",big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small green squares, 1 large pink star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large circles, 1 small star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small triangles, 1 square",triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 green triangles, 1 star","small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large circles, 1 small triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large stars, one small pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 squares, 1 star",square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large green squares, 1 star","big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small black squares, 1 large pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small black pentagons, 1 large circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 circles, 1 square",circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small black stars, 1 large circle",black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large pink stars, 1 small green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small green stars, 1 large square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 stars, 1 circle",star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large triangles, 1 pentagon",big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 pentagons, 1 large square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large black triangles, 1 small blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small circles, 1 large pentagon",circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small black circles, 1 large triangle",black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 large triangles, 1 small circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5e613251c61ddf000ab30b91,"2 small blue squares, 1 large triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,2 big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5e6d7fa722eae434ce63b64c,2 small squares and 1 big pink star,square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"big pink circles, small black star",big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5e6d7fa722eae434ce63b64c,2 small triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5e6d7fa722eae434ce63b64c,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"2 big pink circles, 1 small blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"big blue stars, 1 small pentagon","big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5e6d7fa722eae434ce63b64c,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5e6d7fa722eae434ce63b64c,big squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"2 small squares, 1 big green pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5e6d7fa722eae434ce63b64c,2 small black pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,small circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5e6d7fa722eae434ce63b64c,2 black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"2 big pink stars, 1 small green triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"2 small green stars, 1 big pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5e6d7fa722eae434ce63b64c,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,2 big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"small green pentagons, big black square",pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"big black triangles, small blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5e6d7fa722eae434ce63b64c,2 circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5e6d7fa722eae434ce63b64c,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"2 big triangles, 1 small black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5e6d7fa722eae434ce63b64c,"small blue squares, big green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,"squares, star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,large circles,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,circles,circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,big stars,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,small squares,square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,small pentagons,"small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,"stars, triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,small stars,small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,big triangles,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,small pentagons,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,black,black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,triangles,triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5ebd8f8ff95c1b0a14582085,blue squares,blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,large pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"green squares, big star",square,yes,type,"two, small, green, square","one, big, pink, star"
Yes (self-identified),5f3d6f7010ad88124f3906e2,something other than circle and stars,big,yes,non_type,"two, big, pink, circle","one, small, black, star"
Yes (self-identified),5f3d6f7010ad88124f3906e2,triangles,triangle,no,type,"two, small, pink, triangle","one, big, black, square"
Yes (self-identified),5f3d6f7010ad88124f3906e2,small triangles,"small, green",no,non_type,"two, small, green, triangle","one, big, pink, star"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"pink circles, blue triangle",circle,yes,type,"two, big, pink, circle","one, small, blue, triangle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,large blue stars and pentagon,"big, blue",yes,non_type,"two, big, blue, star","one, small, black, pentagon"
Yes (self-identified),5f3d6f7010ad88124f3906e2,squares,square,no,type,"two, big, blue, square","one, small, black, star"
Yes (self-identified),5f3d6f7010ad88124f3906e2,green squares,"big, green",no,non_type,"two, big, green, square","one, small, black, star"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"black squares, big pentagon",square,yes,type,"two, small, black, square","one, big, green, pentagon"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"small black pentagons, big circle","small, black",yes,non_type,"two, small, black, pentagon","one, big, pink, circle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,circles,circle,no,type,"two, small, black, circle","one, big, green, square"
Yes (self-identified),5f3d6f7010ad88124f3906e2,black stars,black,no,non_type,"two, small, black, star","one, big, blue, circle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"large pink stars, triangle",star,yes,type,"two, big, pink, star","one, small, green, triangle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"stars, big pink square",small,yes,non_type,"two, small, green, star","one, big, pink, square"
Yes (self-identified),5f3d6f7010ad88124f3906e2,stars,star,no,type,"two, big, green, star","one, small, pink, circle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,large triangle,big,no,non_type,"two, big, green, triangle","one, small, blue, pentagon"
Yes (self-identified),5f3d6f7010ad88124f3906e2,green pentagons and black square,pentagon,yes,type,"two, small, green, pentagon","one, big, black, square"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"black triangle, blue star",black,yes,non_type,"two, big, black, triangle","one, small, blue, star"
Yes (self-identified),5f3d6f7010ad88124f3906e2,circles,circle,no,type,"two, small, green, circle","one, big, blue, pentagon"
Yes (self-identified),5f3d6f7010ad88124f3906e2,black circles,black,no,non_type,"two, small, black, circle","one, big, green, triangle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"large blue triangle, black circle",triangle,yes,type,"two, big, blue, triangle","one, small, black, circle"
Yes (self-identified),5f3d6f7010ad88124f3906e2,"blue squares, green triangle",blue,yes,non_type,"two, small, blue, square","one, big, green, triangle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,pentagons,pentagon,no,type,"two, big, pink, pentagon","one, small, blue, triangle"
Yes (self-identified),5f75d01a857e4e27a575f7ca,two big pentagons,big,no,non_type,"two, big, black, pentagon","one, small, pink, square"
